DOC_ID;U8196_PERIODODIRIFERIMENTO
{904AA566-0000-CC2B-B531-712DFC14403B};201809
{904AA566-0000-C73A-830E-EB2A1554B3B2};201810
{A04AA566-0000-C410-8A2B-4FC96977CFE1};201810
{A04AA566-0000-C326-BC17-C7A824FE545F};201810
{B04AA566-0000-C61F-9290-D912EA98A33C};201810
{B04AA566-0000-C721-97A6-ECADEA3D45EA};201810
{B04AA566-0000-CB32-AF18-4BBAEA7F81CB};201805
{C04AA566-0000-C119-A68A-9F5E08AF5F45};201806
{C04AA566-0000-C025-BE53-7D58F410EA54};201806
{C04AA566-0000-C439-A608-ABCEF19D1ED6};201810
{D04AA566-0000-C61A-A96A-A46E299E8AD0};201809
{D04AA566-0000-C722-8670-A125C05D11D1};201810
{D04AA566-0000-CC30-9596-DDA986A0F085};201810
{E04AA566-0000-C31F-8447-1C2944591CC3};201810
{504AA566-0000-C510-AFFD-377595B5F320};201810
{E04AA566-0000-C42A-8023-ADFE96184E21};201810
{F04AA566-0000-C319-AECD-82A515A09EA0};201810
{F04AA566-0000-CD2C-B700-9568843CCB27};201810
{F04AA566-0000-C034-9DBA-8300BAFC8F79};201810
{00AD3A65-0000-C82B-9F7F-AE5F9A87F0C6};201808
{504AA566-0000-C921-8A74-5464F0D8D2EF};201810
{504AA566-0000-CE31-AEDF-A59F9F2834DE};201810
{504AA566-0000-C342-9CA3-E8FFB48EA740};201810
{504AA566-0000-CE51-8183-9F769C0BAB12};201810
{004BA566-0000-C815-A883-28B4775BBD4B};201801
{004BA566-0000-C82F-9956-C6F20E8177EB};201810
{104BA566-0000-CC19-80AD-EB444339F9B1};201810
{104BA566-0000-CA20-A7E7-617617DEBBA0};201809
{00AD3A65-0000-C96C-AF2A-8121363A2BD8};201702
{10AD3A65-0000-CD13-BCD4-58D717340BB6};201808
{A05DFE65-0000-CC12-9B66-FFB7FA00E2E1};201809
{A05DFE65-0000-C52A-9ECE-F32FE91CFF3B};201809
{A05DFE65-0000-C830-8358-1C98DD1380BF};201805
{A05DFE65-0000-CE46-8519-BCECE0155E2B};201805
{A05DFE65-0000-C253-BF62-31926F2E100F};201808
{A05DFE65-0000-C366-B34B-2423DEEFBA1A};201809
{B05DFE65-0000-CF12-BB2B-94DB71E7AA6A};201809
{B05DFE65-0000-C12F-B6D1-F3DF67B04E28};201805
{B05DFE65-0000-C435-8793-97605B509621};201809
{B05DFE65-0000-CF49-85E4-9B282952CD4C};201809
{B05DFE65-0000-CC5D-8F3F-1401BC8929E0};201809
{B05DFE65-0000-C560-8AC9-B8076C2A4CBD};201809
{C05DFE65-0000-CB13-B49F-57B683AA235C};201809
{C05DFE65-0000-C029-84F7-7B2B32982727};201809
{C05DFE65-0000-C237-A5A1-2A4566C52394};201809
{C05DFE65-0000-C241-ABCC-F03864714F35};201803
{C05DFE65-0000-C35F-A475-C26BAC597159};201809
{C05DFE65-0000-CF6A-AC9C-AC59917655DA};201809
{D05DFE65-0000-CD1D-B9A8-E896B2AC62FA};201809
{D05DFE65-0000-CB23-BB86-43E204B0A8A1};201809
{D05DFE65-0000-C832-A581-1A92B4E5B9F5};201809
{D05DFE65-0000-C949-89B2-73B7718CD2E9};201809
{D05DFE65-0000-C15A-B573-C853189CB3D6};201809
{D05DFE65-0000-CF6F-9BA6-C732CFC51698};201809
{E05DFE65-0000-C410-8E79-94923E30488B};201809
{E05DFE65-0000-CF2F-8DF4-F57CC03F1DAA};201809
{E05DFE65-0000-CB3D-B3E5-964244D79E37};201809
{E05DFE65-0000-C044-872B-1B9761D4B71E};201807
{E05DFE65-0000-C256-9B19-A9D93F58CD78};201809
{F05DFE65-0000-CA1E-B8CD-54F3B0997C56};201710
{F05DFE65-0000-C124-B6BE-C56FC27F16AF};201809
{B0211564-0000-CF19-B953-82DA403D8305};201806
{B0211564-0000-C326-93EE-410C64E4D43B};201801
{20221564-0000-CA28-9C7F-8514A9BEF0C6};201806
{B0211564-0000-CF30-88D4-017755C8C94A};201806
{B0211564-0000-C94B-B1C8-A1400BD58C46};201806
{20221564-0000-CA3C-B8B5-8A600313A743};201804
{C0211564-0000-C013-8195-5C0B23C6ADD7};201806
{C0211564-0000-C626-8354-71E10BA97487};201801
{20221564-0000-C145-9DCD-69AA9AAE93F8};201806
{20221564-0000-C456-8758-46856B42077A};201806
{C0211564-0000-CF36-82BC-A4D869B9426A};201806
{C0211564-0000-C14E-8DDD-426BFA4FF888};201806
{30221564-0000-CA1E-9FE1-8EB7383C3F49};201806
{C0211564-0000-CE5F-BFAF-EC9C544DDE43};201806
{D0211564-0000-CC13-A216-746105EBA504};201806
{30221564-0000-C42A-914C-7235A9570B49};201806
{30221564-0000-C03F-8BB1-A56AB94D7597};201806
{30221564-0000-C044-ABEE-AB3C6C23DA96};201806
{D0211564-0000-C623-A5D1-7A64C7F2101D};201806
{40221564-0000-C21A-8504-E4EA4B81C012};201805
{40221564-0000-C12C-B8BD-02D14C29B0D2};201805
{40221564-0000-CE36-98C7-A53A343F5800};201805
{70211564-0000-C91B-937B-9A835412BCD3};201806
{70211564-0000-C32D-A23F-3E20DCE15C6B};201805
{D0211564-0000-C432-A2A0-5E84C023DD87};201806
{D0211564-0000-CC45-9FEC-9EA81F751418};201805
{40221564-0000-CE43-856E-A09719A35053};201806
{40221564-0000-CC5D-8445-701B200D4A2E};201806
{80211564-0000-CA14-AFDF-75EF1C958B97};201806
{80211564-0000-C22A-903C-88F2A5A049CB};201806
{80211564-0000-C73E-8DF6-FCEABBB3E718};201806
{D0211564-0000-CB55-A300-856A0F826C23};201806
{E0211564-0000-CA12-8554-69F196E7B40C};201806
{E0211564-0000-C437-B521-8F110E3FF013};201806
{50221564-0000-CF1D-9682-3E6E7B583E93};201806
{50221564-0000-CC26-9DB2-50397371D378};201806
{80211564-0000-C540-9B31-BBBF38CBF983};201806
{F0211564-0000-C41E-BE5F-01BE385E69BB};201806
{F0211564-0000-C52E-AFFE-3380F356C217};201806
{80211564-0000-C959-9454-D9FA18E2EA59};201806
{F0211564-0000-CD41-AD40-4E5CDF999F2D};201805
{00221564-0000-CB3A-B3E5-D493B0DB7A08};201806
{90211564-0000-CD1D-87AC-4F988CA27EF3};201805
{10221564-0000-C12B-956B-FCD39306885C};201805
{90211564-0000-CC3C-B5F3-B4B36237B361};201806
{10221564-0000-C933-ABAC-54B16EBD4D3B};201806
{10221564-0000-C341-805B-A3FA2A63F667};201806
{A0211564-0000-CE37-8F62-87577C420488};201806
{10221564-0000-CE54-B6A7-FD0E31C1F852};201805
{20221564-0000-CA14-877B-F05D780677EC};201806
{30AA0866-0000-C61E-A36C-F13B2711F4EA};201807
{30AA0866-0000-C620-938E-28673FC05662};201809
{30AA0866-0000-C036-AE56-2007ED3579C2};201809
{90D8D562-0000-C95A-8F13-5C7054A7E4D8};201804
{90D8D562-0000-C968-8288-D110703F3B5B};201804
{A0D8D562-0000-CB1D-8F02-0C9F0827322E};201804
{E0D8D562-0000-CD40-94D9-B562FC350D55};201804
{E0D8D562-0000-C451-8073-8DB7252F44BC};201804
{90FEDA62-0000-CD1E-8F22-34B78F346ED0};201804
{90FEDA62-0000-C225-8D88-637374D05645};201804
{B00C7462-0000-C013-BB0A-5C24D5B7BED1};201803
{B00C7462-0000-C82D-99F3-2E1735E9C5CA};201803
{B00C7462-0000-C53E-AE80-2E7B13B6CBC5};201711
{B00C7462-0000-C943-BE24-10136BFEDCCA};201803
{B00C7462-0000-C15A-B1BA-F8FD14FEBDF9};201803
{C00C7462-0000-CF14-AAE7-69C0A26135B5};201803
{C00C7462-0000-C724-844E-40D43295EF94};201803
{C00C7462-0000-CC3B-93F2-66E4DA5CEFB0};201702
{C00C7462-0000-CC43-9EE7-DD59387398A7};201803
{C00C7462-0000-CA5E-83B4-2B1DB6409978};201803
{C00C7462-0000-CA6F-9B76-5CA20A5DD160};201801
{F00C7462-0000-C319-8B8E-405FF3D7C76C};201803
{E0D8D562-0000-C766-A04E-9ADCC68DD571};201804
{E0D8D562-0000-C070-A4D0-24716D305250};201804
{F0D8D562-0000-C21F-A552-1FA0550F195B};201804
{90FEDA62-0000-C436-BB65-068A0CEB38EF};201804
{90FEDA62-0000-C148-84C4-647863F74569};201804
{D0FEDA62-0000-CF2F-96C4-1B1FDF53D997};201804
{D0FEDA62-0000-CB3C-A141-63129A199867};201804
{D0FEDA62-0000-C246-9789-F08489374014};201804
{D0FEDA62-0000-CC50-8B37-E0FF6CBB54D7};201804
{F0D8D562-0000-C62B-8F8F-B6323C0D9CFE};201804
{F0D8D562-0000-C132-A73D-628ADE92E089};201803
{F0D8D562-0000-CB44-9CFD-9AD081678A98};201803
{90FEDA62-0000-C75C-817E-CC0758F4B145};201804
{90FEDA62-0000-C26D-86AB-49E255432D83};201804
{90FEDA62-0000-CA72-9E96-0BBB70E44484};201804
{90FEDA62-0000-C488-971D-ABF14D08B1AD};201804
{90FEDA62-0000-C89B-989C-300A042E21C7};201804
{90FEDA62-0000-CDA9-838E-942D1E9D3E9C};201804
{A0D8D562-0000-C42B-B463-65726A26CB8C};201804
{A0D8D562-0000-C630-B520-9A69D053B7B8};201804
{A0D8D562-0000-CB4D-959A-C10F1F1CD9F2};201801
{F0D8D562-0000-C65A-9DD3-D513CB0F88C9};201804
{F0D8D562-0000-C568-883B-7772FE9C68FD};201804
{90FEDA62-0000-C1B4-91F2-B2A6710A8976};201804
{A0FEDA62-0000-CD15-B1AB-179135091177};201804
{A0FEDA62-0000-C62B-A7A8-3BBBFD67B024};201804
{A0D8D562-0000-CC5F-8794-AB1E7558A124};201804
{A0D8D562-0000-C36C-AC6C-43EAF46754DF};201804
{A0FEDA62-0000-C332-BACE-E0BB6ECACECA};201804
{A0FEDA62-0000-C540-B9AA-63F5C509F360};201804
{A0D8D562-0000-C674-BB3F-42EE5052CB5E};201804
{A0D8D562-0000-C08D-AAA4-D1D079CDF171};201804
{A0D8D562-0000-C69B-B782-C10B269DEFBC};201804
{A0FEDA62-0000-CF53-AB1E-B69FDA3BE2C5};201804
{A0FEDA62-0000-CE6E-A566-F821BD66F5F9};201804
{A0FEDA62-0000-C57B-BD89-DA7369CAC6B0};201803
{B0FEDA62-0000-CB1E-A72D-1524FA1DE84A};201804
{B0FEDA62-0000-C028-A271-98CC2D5036AF};201804
{B0D8D562-0000-CA1E-BC48-1172D154D219};201804
{B0D8D562-0000-CA22-A6FF-8073A61E636F};201804
{B0FEDA62-0000-C037-A8D5-35A42AF60067};201803
{B0FEDA62-0000-C24B-A0C3-BAE475EA8404};201804
{B0D8D562-0000-CD37-9B4B-9812EB4DC7E1};201804
{B0D8D562-0000-C44C-A36F-3B1926F9BDDC};201803
{B0D8D562-0000-CE54-8B3B-F2A5A59A23EF};201803
{B0FEDA62-0000-CE53-93C2-069D57DE3931};201804
{B0FEDA62-0000-C86A-8806-B198E444C8D3};201804
{C0FEDA62-0000-CC1F-A37F-D85AD6481A54};201804
{B0D8D562-0000-C964-B371-967AFB7BCA3A};201804
{B0D8D562-0000-CF7F-BD8C-B3869560B905};201803
{C0D8D562-0000-C815-9B59-A4880607A29E};201804
{C0D8D562-0000-C121-B6B5-79551630CCED};201804
{C0D8D562-0000-CC34-A322-1931CF5F9D6D};201804
{C0D8D562-0000-CB48-9D8D-C20F91AD19D1};201804
{C0FEDA62-0000-CA20-AB5A-6C946DE1BF74};201802
{C0FEDA62-0000-C432-9ADF-562906A1CF54};201804
{C0FEDA62-0000-C240-BA7F-B93E321251D2};201804
{C0FEDA62-0000-C25E-B97E-2B7EBFE91C20};201804
{000B7462-0000-CF3F-8FAF-04C8A410C292};201803
{000B7462-0000-C24C-BE02-A40A76DD6EE3};201803
{000B7462-0000-C55F-AD81-0414A4D71710};201803
{100B7462-0000-CC18-B12D-FD61ABD83779};201803
{100B7462-0000-CE2B-ACBD-9279C3A4C402};201803
{100B7462-0000-CB38-AE7D-60A5CFA6BEC2};201803
{100B7462-0000-CB49-A1DC-BE4284BA45F6};201802
{100B7462-0000-C850-9CE5-47DAC0E756A0};201803
{200B7462-0000-CC1E-90DE-77C3FC044D14};201803
{200B7462-0000-CF21-BA7B-F076E0AC631E};201803
{400B7462-0000-C528-B6B7-1209E4AEA292};201802
{400B7462-0000-C03D-9945-E00FCA2A3F7A};201803
{400B7462-0000-C64F-ACEC-02BE8762A693};201803
{400B7462-0000-C35E-968F-2453E0663F3B};201802
{500B7462-0000-C115-8A87-129DBF5D4AD6};201803
{500B7462-0000-C327-851F-FD3863A377BB};201803
{500B7462-0000-C634-AF23-649CBCD74333};201803
{500B7462-0000-CB42-AAF5-3E336632D83F};201802
{500B7462-0000-C952-B8A0-2A32C3C1267C};201801
{500B7462-0000-CA63-ACDB-A75649F04AED};201803
{600B7462-0000-C61A-81AB-9C71F6EE30C1};201712
{800B7462-0000-C010-B667-0AB7351352E9};201803
{800B7462-0000-CE2F-A0D4-323FE4A73787};201803
{800B7462-0000-C135-BF79-A30BA0DDB862};201803
{800B7462-0000-CE4D-BE77-0CD61EE7809B};201803
{800B7462-0000-CF5B-A5D4-9BEED2B28001};201803
{800B7462-0000-C464-BFAD-0EC4308041E6};201803
{900B7462-0000-C01E-957E-317C8ECA4C84};201801
{900B7462-0000-C922-B62C-0EE9F71A8F47};201803
{900B7462-0000-CC30-BB17-8578C2F988B2};201803
{900B7462-0000-C14E-B3EC-FABAD3AD4A96};201803
{900B7462-0000-C95F-85BA-49813212CD9E};201803
{C0D8D562-0000-CE50-8342-3B69462196F5};201802
{C0D8D562-0000-CA65-B865-09BD59EB64B4};201804
{D0D8D562-0000-C713-9053-D61D2A7B4FEF};201804
{D0D8D562-0000-CF28-9D2C-936AD0EB93F6};201804
{200B7462-0000-C43C-ABCB-35525C089817};201803
{200B7462-0000-C148-A94E-E5FF2874CCBB};201803
{200B7462-0000-C956-BA71-28BCDA574A9E};201801
{200B7462-0000-C26D-937F-4C1156D20B32};201803
{300B7462-0000-C414-AE61-75F46B66FC11};201803
{300B7462-0000-CD2A-B3FA-D9C81B09FA58};201803
{300B7462-0000-C634-A6F1-5D3D0785D24D};201803
{300B7462-0000-C548-A63E-B727AD6CAB1D};201712
{300B7462-0000-C35E-95C2-0B48C6194E32};201801
{300B7462-0000-C762-8341-D71E7C7BCCC6};201802
{400B7462-0000-C612-9F74-F01183E7229C};201802
{600B7462-0000-C02F-AA45-AB14ACEF9939};201801
{600B7462-0000-C935-BCAA-686F923A178A};201802
{600B7462-0000-CB42-A788-A6DF7A7BFCF7};201802
{600B7462-0000-C55E-9F10-9792CFC5F145};201802
{600B7462-0000-CE60-95D3-A9558AB505FD};201802
{700B7462-0000-CA17-BE21-464CFDDD1127};201802
{700B7462-0000-C527-A566-700402ED301A};201803
{700B7462-0000-CE39-9FA9-16A4D2ECB775};201803
{700B7462-0000-CF42-885F-D4107857D88C};201803
{700B7462-0000-C855-9476-EF532DB37712};201803
{700B7462-0000-CD68-A6D8-B55C50E77F76};201803
{900B7462-0000-CD6D-976B-CAC6A06B16D3};201803
{A00B7462-0000-C01A-AD75-6F52B5FEB713};201803
{A00B7462-0000-C32E-B22C-3B6244DE1CA3};201803
{A00B7462-0000-CE3C-B619-3C41BA94EBD2};201802
{A00B7462-0000-CF4C-97D9-B72951DBF21F};201802
{A00B7462-0000-C156-A269-3C3B00A7E5FA};201802
{A00B7462-0000-CB6D-8D07-2F6C1DB02E5C};201802
{B00B7462-0000-CB12-9AAA-6F3007C7A18F};201801
{B00B7462-0000-C826-9687-EEF5D3EF85C4};201803
{B00B7462-0000-CC38-BF7A-F37DA290F9F2};201801
{B00B7462-0000-C748-84B9-2AB234C29373};201803
{B00B7462-0000-C05F-8CBF-648103F06038};201803
{C00B7462-0000-C718-880F-095D6EFDA078};201803
{C00B7462-0000-CA26-A3B6-0E6712D179CB};201803
{C00B7462-0000-C634-A8C2-1451A1442797};201803
{C00B7462-0000-CA44-92EE-100D0D88ED08};201803
{C00B7462-0000-C550-9BE3-250719E3F284};201803
{C00B7462-0000-C163-8BD8-5C94D37977AA};201803
{D00B7462-0000-C517-80AC-AFEFA8435B85};201803
{D00B7462-0000-CE23-84C3-002A17616683};201803
{D00B7462-0000-CE36-A790-2191DDE19168};201803
{D00B7462-0000-CA40-9296-0430D71C91FD};201803
{F00B7462-0000-C548-8646-E2C061345611};201803
{F00B7462-0000-C15C-8319-F025D25225A2};201803
{000C7462-0000-C91E-B946-89DB3463182B};201803
{000C7462-0000-C12F-A467-F6CCA04620DE};201803
{000C7462-0000-CB33-B66E-58C5485C8A9D};201803
{000C7462-0000-C546-A425-86EFA645968B};201803
{000C7462-0000-CB50-8B25-D43A0B464E21};201803
{000C7462-0000-CA6D-B6A7-1477D78E1AA4};201803
{100C7462-0000-C216-B0E8-D60715ABA3CB};201803
{100C7462-0000-C32A-B1E7-9BE70EAF6FE9};201803
{100C7462-0000-C03F-B901-D3EC0575DCAF};201803
{300C7462-0000-C54E-B99B-6F3D41BF5EEF};201803
{300C7462-0000-C552-ADD2-70D3B20E52F0};201802
{300C7462-0000-C365-ACA6-1E255BA2B0AC};201803
{400C7462-0000-CF17-AADC-022F29D8CBDA};201803
{400C7462-0000-C828-BC10-BB062CD3D4EF};201803
{400C7462-0000-C13F-9B83-587F627EA582};201803
{400C7462-0000-CC41-9DF5-6D24F71CDAE7};201803
{400C7462-0000-C05C-AD1F-842A9F9794B4};201803
{400C7462-0000-C663-AB46-14B283703ABF};201803
{500C7462-0000-C110-A0E9-EE8BAC49DAF4};201803
{500C7462-0000-C729-A201-6D757AD3DD17};201803
{700C7462-0000-C03F-B114-777BCEECB1FD};201803
{700C7462-0000-CE48-ACEA-AEBCE91A5B78};201803
{700C7462-0000-CD55-8EA2-5C2A5D258136};201803
{700C7462-0000-CF6D-9C9F-1BBCBF8036BB};201803
{800C7462-0000-C613-882B-4CA000691BA4};201803
{800C7462-0000-C02C-A8B2-317F5F162C30};201803
{800C7462-0000-C134-A0E6-CD89A57996F7};201803
{800C7462-0000-C145-865C-D0A9613252F2};201803
{800C7462-0000-C552-BE6D-10F80124E785};201803
{800C7462-0000-CD6F-AD2A-FF5061FB4311};201803
{900C7462-0000-C215-8809-D5D0DE218848};201803
{C0FEDA62-0000-C563-BEBB-C77BB8CE9071};201804
{D0FEDA62-0000-CA1F-94B5-8BF6ECF31AF1};201804
{D00B7462-0000-C857-A7C8-594464FFBEDE};201803
{D00B7462-0000-CE67-83C3-D6DB0AE9730C};201802
{E00B7462-0000-C21D-BD7D-EC1B7382B93A};201803
{E00B7462-0000-C62E-98F6-9186CBDC98F8};201802
{E00B7462-0000-CB32-B7F9-49940EC35215};201801
{E00B7462-0000-CE4E-A6C9-A03FA5245570};201712
{E00B7462-0000-C45B-B622-7A250EEF90EE};201802
{E00B7462-0000-CA69-AA22-1907C8751E32};201803
{F00B7462-0000-C31A-BAF0-7E8E0E9057C1};201802
{F00B7462-0000-CD25-8CA7-5F8FDBE14B8B};201803
{F00B7462-0000-C03C-A44D-C19FEED78129};201803
{100C7462-0000-CE4D-9652-D1028F2878F3};201803
{100C7462-0000-C456-93BC-017A9682A6D5};201803
{200C7462-0000-CB13-AAA8-BB58CE38434B};201803
{200C7462-0000-C62D-8EC0-DF9F18EEFB98};201803
{200C7462-0000-C731-A93C-7A5A93ACBA93};201803
{200C7462-0000-C047-89DD-D5A07B5A7B6E};201803
{200C7462-0000-C952-B563-DDA1FDBDA711};201803
{200C7462-0000-CE68-A18F-545AF07A4F1D};201803
{300C7462-0000-C71D-835D-2C6C21199004};201802
{300C7462-0000-C421-9031-D58D6E8AD6D6};201803
{300C7462-0000-CE3D-AE79-7A7817DD1BA2};201803
{500C7462-0000-CF3E-9B04-03D22E26E713};201801
{500C7462-0000-C04D-9DBC-804E2376D2D6};201803
{500C7462-0000-C955-B14B-23C70A29A9B8};201803
{500C7462-0000-CE61-95B4-E44D0D358ED6};201802
{600C7462-0000-C116-86A9-AE0715DCC965};201802
{600C7462-0000-CF28-A3C6-5C3D0705DB79};201802
{600C7462-0000-CF36-A229-468C7454EE8D};201803
{600C7462-0000-C74D-A5AB-6051CBCAD24B};201707
{600C7462-0000-C855-A1EA-72C395F0FD58};201803
{700C7462-0000-C613-A316-C2E3EE5E05B1};201802
{700C7462-0000-C626-9047-BDE545D4770E};201803
{900C7462-0000-C72A-8AB8-5726458F6E88};201802
{900C7462-0000-C535-AD6E-5BCA7B77AE81};201802
{900C7462-0000-C446-A571-F6B113D3AFF0};201802
{900C7462-0000-C657-841D-2097E7C8FE7C};201610
{900C7462-0000-C061-8597-4B57D5859FA6};201612
{A00C7462-0000-C115-9BF2-9A7135406A86};201803
{A00C7462-0000-CD23-A5C8-FB9FFD89FCE7};201803
{A00C7462-0000-CE36-8680-26C5AD62480B};201803
{A00C7462-0000-CF4A-A722-6E3330BBD15E};201803
{A00C7462-0000-CE58-B2C8-A6A0AB30933A};201803
{A00C7462-0000-CE6D-AB5A-6650930AB7AE};201709
{D00C7462-0000-C712-B869-7B90223BD882};201803
{D00C7462-0000-CD28-8A19-8E34E325D795};201803
{D00C7462-0000-C332-85E5-DFB108C90919};201711
{D00C7462-0000-C044-B0C5-FACC8D4F9613};201803
{D00C7462-0000-C65F-A7E2-E50A7B892AB5};201803
{E00C7462-0000-C11E-8F27-E9B759691543};201803
{E00C7462-0000-C824-9A0E-C395E079F771};201803
{E00C7462-0000-C83D-9356-F5817B963A1D};201803
{E00C7462-0000-CD45-90E1-84AF2D4624AC};201803
{E00C7462-0000-C85C-83F8-70703D9AA232};201803
{E00C7462-0000-C565-AC85-FA46EB76C8E6};201803
{90D8D562-0000-CC14-B272-58C39E0DB1A4};201803
{90D8D562-0000-C927-BD3B-CAE45B931201};201804
{90D8D562-0000-CD38-ACA0-EAB4E9AED1A1};201804
{90D8D562-0000-C144-8DEC-CB981389B2EC};201804
{D0D8D562-0000-C137-9835-B5740A2E8D7A};201804
{D0D8D562-0000-C543-B779-E7E0D056440D};201804
{D0D8D562-0000-C858-84DD-E7CD2CEE2837};201804
{D0D8D562-0000-CC65-B214-4DD25BFDF937};201804
{E0D8D562-0000-C81E-9E24-57B16A812CAB};201801
{E0D8D562-0000-C424-8275-0F593D3458FD};201804
{E0D8D562-0000-C53E-9CFA-EE440A9CAFDD};201804
{104C7962-0000-C513-BBE6-C5D9D25FB9CF};201803
{104C7962-0000-CC2D-9C7F-3C3E9DE2616F};201803
{104C7962-0000-C034-BCA9-37551924EA13};201803
{104C7962-0000-C24C-941A-C530BA73313B};201801
{104C7962-0000-C45D-BF67-BB2AAAF1598B};201803
{104C7962-0000-C66D-8FA9-3964F49FCAA7};201803
{104C7962-0000-CA7C-A87A-BFD63D5FDFC5};201803
{104C7962-0000-C287-A01D-E089425F1C80};201803
{104C7962-0000-CE97-974D-568C4C4C506E};201803
{104C7962-0000-CBAA-8615-65CF690017FB};201803
